id,nombre,horasTrabajadas,sueldo
3,Robbie,120,30000
3,Paddie,90,33000
3,Evelyn,75,10000
3,Abbot,90,33000
3,Tedra,90,33000
3,Rikki,90,12000
3,Alverta,90,25000
3,Pauly,120,30000
3,Ariella,60,12000
3,Lia,120,20000
3,Petronille,75,42000
3,Merle,325,10000
3,Hagan,120,50000
3,Nikolaus,88,30000
3,Cinda,120,42000
3,Matelda,120,18000
3,Roslyn,120,25000
3,Jerrylee,180,10000
3,Lucky,325,42000
3,Elita,90,18000
3,Hyacinthia,90,25000
3,Fina,220,42000
3,Kamila,88,42000
3,Jennie,88,42000
3,Riobard,180,42000
3,Joannes,325,10000
3,Darlene,180,42000
3,Zia,75,42000
3,Cristina,90,15000
3,Jonathon,220,50000
3,Rickie,220,42000
3,Klara,180,50000
3,Osbert,75,33000
3,Emmet,90,37000
3,Cassandry,60,33000
3,Enrica,325,18000
3,Evvy,75,42000
3,Silas,180,20000
3,Kaia,180,25000
3,Arvie,325,15000
3,Keith,180,20000
3,Silvie,120,12000
3,Winnifred,75,10000
3,Chen,325,37000
3,Carleton,75,15000
3,Silvano,220,12000
3,Pancho,88,18000
3,Melonie,90,33000
3,Gordon,325,12000
3,Rosemarie,75,10000
3,Graehme,90,18000
3,Mitchael,90,33000
3,Carola,325,10000
3,Zsa zsa,180,20000
3,Jude,180,12000
3,Arch,180,33000
3,Andrej,88,50000
3,Amber,325,42000
3,Dorian,325,15000
3,Kaitlynn,88,15000
3,Kerianne,220,37000
3,Boycie,88,18000
3,Nanete,90,37000
3,Sidonia,120,10000
3,Galvan,120,33000
3,Lucienne,75,25000
3,Davidson,75,37000
3,Roslyn,180,10000
3,Jenny,180,33000
3,Toby,88,20000
3,Brynne,325,18000
3,Blakeley,325,18000
3,Egan,325,10000
3,Barbey,325,20000
3,Portia,60,33000
3,Alica,60,37000
3,Juliana,180,50000
3,Barde,88,18000
3,Wilie,90,30000
3,Letta,220,10000
3,Ree,90,42000
3,Ingmar,75,18000
3,Melva,120,42000
3,Tootsie,88,25000
3,Felike,75,33000
3,Laughton,325,15000
3,Crosby,60,12000
3,Marianne,60,33000
3,Francine,120,42000
3,Edan,60,50000
3,Fayre,120,18000
3,Adelaida,180,37000
3,Florella,220,25000
3,Noll,120,30000
3,Ki,60,42000
3,Jermayne,75,33000
3,Grayce,325,33000
3,Harv,325,42000
3,Lorianna,60,15000
3,Hersh,180,33000
3,Diahann,88,33000
3,Yelena,180,50000
3,Emmaline,88,37000
3,Daffi,90,12000
3,Janine,60,50000
3,Sheilah,180,42000
3,Lazaro,220,10000
3,Earle,90,30000
3,Fred,88,25000
3,Almira,220,42000
3,Wini,88,37000
3,Emanuel,75,30000
3,Obadias,220,10000
3,Efrem,325,20000
3,Susi,60,18000
3,Maxy,60,15000
3,Agnes,88,42000
3,Obadiah,60,12000
3,Lefty,220,50000
3,Michele,88,42000
3,Cynthia,88,25000
3,Hyatt,220,20000
3,Roch,220,33000
3,Mag,88,12000
3,Trevor,180,10000
3,Jefferey,75,10000
3,Tania,325,42000
3,Mercie,90,42000
3,Andrei,325,10000
3,Yetta,120,25000
3,Angeli,90,20000
3,Norbert,90,20000
3,Conan,180,20000
3,Cale,60,50000
3,Christina,60,37000
3,Olivier,325,20000
3,Oby,325,12000
3,Chad,75,15000
3,Adelle,60,10000
3,Keene,60,25000
3,Corrina,75,50000
3,Hashim,88,50000
3,Oralia,325,10000
3,Wadsworth,325,30000
3,Shelley,60,15000
3,Irv,120,15000
3,Grant,220,33000
3,Bella,88,18000
3,Yardley,60,50000
3,Brendin,120,10000
3,Estella,220,42000
3,Rasia,60,37000
3,Gibb,180,20000
3,Amanda,325,37000
3,Sidoney,220,20000
3,Giacopo,90,18000
3,Eve,180,12000
3,Levon,120,25000
3,Vassili,120,33000
3,Henrieta,180,30000
3,Devlen,120,37000
3,Ophelie,120,37000
3,Abramo,325,37000
3,Fair,60,37000
3,Pietrek,325,25000
3,Holden,180,50000
3,Cherish,90,42000
3,Alonzo,325,12000
3,Devonna,60,18000
3,Rubi,60,18000
3,Emmanuel,220,30000
3,Trumaine,88,42000
3,Malory,220,42000
3,Pearla,220,33000
3,Phelia,60,33000
3,Madonna,120,10000
3,Thomasa,90,18000
3,Estella,325,20000
3,Saw,60,15000
3,Cecil,75,37000
3,Mac,60,25000
3,Ralf,120,12000
3,Barbey,325,12000
3,Josi,120,18000
3,Kenna,120,25000
3,Rina,75,25000
3,Callida,88,33000
3,Lona,220,30000
3,Jan,90,18000
3,Bailey,88,30000
3,Guillermo,75,42000
3,Katlin,88,25000
3,Flo,325,42000
3,Madel,180,12000
3,Conant,75,37000
3,Devland,60,10000
3,Annamarie,120,20000
3,Gabbie,220,42000
3,Frasquito,90,15000
3,Oberon,88,15000
3,Gabriell,120,10000
3,Ki,220,30000
3,Martelle,120,15000
3,Riccardo,90,42000
3,Shaughn,180,50000
3,Coral,120,18000
3,Judas,120,10000
3,Josiah,325,12000
3,Freda,60,42000
3,Lynn,325,37000
3,Tabb,325,50000
3,Brittany,180,18000
3,Leo,88,42000
3,Atlante,120,33000
3,Maurie,180,50000
3,Oren,120,20000
3,Anetta,60,10000
3,Curry,88,20000
3,Tyrone,180,15000
3,Saunder,180,37000
3,Luis,60,12000
3,Alysia,325,37000
3,Calypso,90,12000
3,Gretna,220,42000
3,Odie,90,20000
3,Wenda,90,12000
3,Ezekiel,75,20000
3,Orlan,60,25000
3,Wittie,90,37000
3,Abbie,90,18000
3,Robinia,120,10000
3,Hayden,180,30000
3,Melody,60,20000
3,Emory,325,37000
3,Callie,75,10000
3,Debby,180,18000
3,Gui,325,20000
3,Dorette,120,37000
3,Jillane,90,37000
3,Carolina,88,33000
3,Randy,120,15000
3,Arabel,180,50000
3,Verina,75,37000
3,Josefina,90,30000
3,Nina,120,25000
3,Vernen,120,18000
3,Loria,180,25000
3,Isabeau,88,37000
3,Cherice,220,15000
3,Kimberley,325,18000
3,Martyn,180,25000
3,Agustin,75,25000
3,Clerissa,120,15000
3,Lonna,120,10000
3,Wake,220,25000
3,Edwina,75,42000
3,Lacey,75,50000
3,Laetitia,90,33000
3,Delila,325,20000
3,Sioux,120,12000
3,Floyd,75,15000
3,Trista,75,50000
3,Shaughn,90,15000
3,Zitella,120,42000
3,Ginnie,180,15000
3,Burty,60,12000
3,Arley,120,33000
3,Ansley,75,37000
3,Kirstin,180,12000
3,Karon,88,10000
3,Esme,120,37000
3,Berenice,325,10000
3,Charlie,325,50000
3,Noach,325,12000
3,Mercedes,180,12000
3,Sloan,325,42000
3,Guglielma,120,15000
3,Herrick,75,30000
3,Aleksandr,88,42000
3,Arlina,325,33000
3,Wenonah,325,12000
3,Warner,90,30000
3,Libbey,120,42000
3,PRUEBAAAAA,60,10000
3,Genevieve,180,20000
3,Sharai,75,10000
3,Josi,120,12000
3,Pebrook,60,33000
3,Erna,325,33000
3,Ferd,88,25000
3,Mohammed,220,42000
3,Dawn,180,37000
3,Wandie,60,25000
3,Chiarra,325,18000
3,Zaccaria,0,33000
3,Trenna,90,10000
3,Angelia,60,50000
3,Raquela,180,12000
3,Maxi,325,18000
3,Atalanta,90,37000
3,De witt,88,12000
3,Jaye,75,25000
3,Nacho,10000,2
3,Lionel,2000,30000
3,Pedro,8000,8999
3,Jimmy,8000,90000
